bill_id,people_id,position
194555,8955,1
194556,8952,0
194556,8954,0
194556,8956,0
194556,8957,0
194556,8958,0
194556,8959,0
194556,8960,0
194556,8961,0
194556,8962,0
194556,8963,0
194556,8964,0
194556,8965,0
194556,8966,0
194556,8967,0
194556,8968,0
194556,8969,0
194556,8970,0
194556,8971,0
194556,8972,0
194556,8973,0
194556,8974,0
194556,8975,0
194556,8976,0
194556,8977,0
194556,8978,0
194556,8979,0
194556,8980,0
194556,8981,0
194556,8982,0
194556,8983,0
194556,8984,0
194556,8985,0
194556,8986,0
194556,8987,0
194556,8988,0
194556,8989,0
194556,8990,0
194556,8991,0
194556,8992,0
194556,8993,0
194556,8994,0
194556,8995,0
194556,8996,0
194556,8997,0
194557,8947,0
194557,8950,0
194557,8951,0
194557,8952,0
194557,8954,0
194557,8955,0
194557,8956,0
194557,8957,0
194557,8958,0
194557,8959,0
194557,8960,0
194557,8961,0
194557,8962,0
194557,8963,0
194557,8964,0
194557,8966,0
194557,8967,0
194557,8968,0
194557,8970,0
194557,8971,0
194557,8973,0
194557,8974,0
194557,8975,0
194557,8976,0
194557,8977,0
194557,8978,0
194557,8979,0
194557,8980,0
194557,8981,0
194557,8982,0
194557,8983,0
194557,8984,0
194557,8986,0
194557,8987,0
194557,8988,0
194557,8989,0
194557,8991,0
194557,8992,0
194557,8993,0
194557,8994,0
194557,8995,0
194557,8996,0
194557,8997,0
194557,8998,0
194557,8999,0
194557,9000,0
194557,9001,0
194557,9002,0
194557,9003,0
194557,9004,0
194557,9005,0
194557,9006,0
194557,9007,0
194557,9008,0
194557,9009,0
194557,9010,0
194557,9011,0
194557,9012,0
194557,9013,0
194557,9014,0
194557,9015,0
194557,9016,0
194557,9017,0
194557,9018,0
194557,9019,0
194557,9020,0
194557,9021,0
194557,9022,0
194557,9023,0
194557,9024,0
194557,9025,0
194557,9026,0
194557,9027,0
194557,9028,0
194557,9029,0
194557,9030,0
194557,9031,0
194557,9032,0
194557,9033,0
194557,9034,0
194557,9035,0
194557,9036,0
194557,9037,0
194557,9038,0
194557,9039,0
194557,9040,0
194557,9041,0
194557,9042,0
194557,9043,0
194557,9044,0
194557,9045,0
194557,9046,0
194557,9047,0
194557,9048,0
194557,9049,0
194557,9050,0
194557,9051,0
194557,9052,0
194557,9053,0
194557,9054,0
194557,9055,0
194557,9056,0
194557,9057,0
194557,9058,0
194557,9059,0
194557,9060,0
194557,9061,0
194557,9062,0
194557,9063,0
194557,9064,0
194557,9065,0
194557,9066,0
194557,9067,0
194557,9068,0
194557,9069,0
194557,9070,0
194557,9071,0
194557,9072,0
194557,9073,0
194557,9074,0
194557,9075,0
194557,9076,0
194557,9077,0
194557,9078,0
194557,9079,0
194557,9080,0
194557,9081,0
194557,9082,0
194557,9083,0
194557,9084,0
194557,9085,0
194557,9086,0
194557,9087,0
194557,9088,0
194557,9089,0
194557,9090,0
194557,9091,0
194557,9092,0
194557,9093,0
194557,9094,0
194557,9095,0
194557,9096,0
194557,9097,0
194557,9098,0
194557,9099,0
194557,9100,0
194557,9101,0
194557,9101,0
194557,9102,0
194557,9103,0
194557,9104,0
194557,9105,0
194557,9106,0
194557,9107,0
194557,9108,0
194557,9109,0
194557,9110,0
194557,9111,0
194557,9112,0
194557,9113,0
194557,9114,0
194557,9115,0
194557,9116,0
194557,9117,0
194557,9118,0
194557,9119,0
194557,9120,0
194557,9121,0
194557,9122,0
194557,9123,0
194557,9124,0
194557,9125,0
194557,9126,0
194557,9127,0
194557,9128,0
194557,9129,0
194557,9130,0
194557,9131,0
194557,9132,0
194557,9133,0
194557,9134,0
194557,9135,0
194557,9136,0
194557,9137,0
194557,9138,0
194557,9139,0
194557,9140,0
194557,9141,0
194557,9142,0
194557,9143,0
194557,9144,0
194557,9145,0
194557,9146,0
194557,9147,0
194557,9148,0
194557,9149,0
194557,9150,0
194558,8947,0
194558,8950,0
194558,8951,0
194558,8952,0
194558,8954,0
194558,8955,0
194558,8956,0
194558,8957,0
194558,8958,0
194558,8959,0
194558,8960,0
194558,8961,0
194558,8962,0
194558,8963,0
194558,8964,0
194558,8966,0
194558,8967,0
194558,8968,0
194558,8969,0
194558,8970,0
194558,8971,0
194558,8973,0
194558,8974,0
194558,8975,0
194558,8976,0
194558,8977,0
194558,8978,0
194558,8979,0
194558,8980,0
194558,8981,0
194558,8982,0
194558,8983,0
194558,8984,0
194558,8986,0
194558,8987,0
194558,8988,0
194558,8989,0
194558,8991,0
194558,8992,0
194558,8993,0
194558,8994,0
194558,8995,0
194558,8996,0
194558,8997,0
194558,8998,0
194558,8999,0
194558,9000,0
194558,9001,0
194558,9002,0
194558,9003,0
194558,9004,0
194558,9005,0
194558,9006,0
194558,9007,0
194558,9008,0
194558,9009,0
194558,9010,0
194558,9011,0
194558,9012,0
194558,9013,0
194558,9014,0
194558,9015,0
194558,9016,0
194558,9017,0
194558,9018,0
194558,9019,0
194558,9020,0
194558,9021,0
194558,9022,0
194558,9023,0
194558,9024,0
194558,9025,0
194558,9026,0
194558,9027,0
194558,9028,0
194558,9029,0
194558,9030,0
194558,9031,0
194558,9032,0
194558,9033,0
194558,9034,0
194558,9035,0
194558,9036,0
194558,9037,0
194558,9038,0
194558,9039,0
194558,9040,0
194558,9041,0
194558,9042,0
194558,9043,0
194558,9044,0
194558,9045,0
194558,9046,0
194558,9047,0
194558,9048,0
194558,9050,0
194558,9051,0
194558,9052,0
194558,9053,0
194558,9054,0
194558,9055,0
194558,9056,0
194558,9057,0
194558,9058,0
194558,9059,0
194558,9060,0
194558,9061,0
194558,9062,0
194558,9063,0
194558,9064,0
194558,9065,0
194558,9066,0
194558,9067,0
194558,9068,0
194558,9069,0
194558,9070,0
194558,9071,0
194558,9072,0
194558,9073,0
194558,9074,0
194558,9075,0
194558,9076,0
194558,9077,0
194558,9078,0
194558,9079,0
194558,9080,0
194558,9081,0
194558,9082,0
194558,9083,0
194558,9084,0
194558,9085,0
194558,9086,0
194558,9087,0
194558,9088,0
194558,9089,0
194558,9090,0
194558,9091,0
194558,9092,0
194558,9093,0
194558,9094,0
194558,9095,0
194558,9096,0
194558,9097,0
194558,9098,0
194558,9099,0
194558,9100,0
194558,9101,0
194558,9101,0
194558,9102,0
194558,9103,0
194558,9104,0
194558,9105,0
194558,9106,0
194558,9107,0
194558,9108,0
194558,9109,0
194558,9110,0
194558,9111,0
194558,9112,0
194558,9113,0
194558,9114,0
194558,9115,0
194558,9116,0
194558,9117,0
194558,9118,0
194558,9119,0
194558,9120,0
194558,9121,0
194558,9122,0
194558,9123,0
194558,9124,0
194558,9125,0
194558,9126,0
194558,9127,0
194558,9128,0
194558,9129,0
194558,9130,0
194558,9131,0
194558,9132,0
194558,9133,0
194558,9134,0
194558,9135,0
194558,9136,0
194558,9137,0
194558,9138,0
194558,9139,0
194558,9140,0
194558,9141,0
194558,9142,0
194558,9143,0
194558,9144,0
194558,9145,0
194558,9146,0
194558,9147,0
194558,9148,0
194558,9149,0
194558,9150,0
194558,9151,0
194558,9152,0
194558,9153,0
194558,9154,0
194558,9155,0
194559,8963,0
194559,8988,0
194559,9002,0
194559,9018,0
194559,9019,0
194559,9025,0
194559,9026,0
194559,9041,0
194559,9044,0
194559,9049,0
194559,9060,0
194559,9067,0
194559,9068,0
194559,9085,0
194559,9100,0
194559,9104,0
194559,9108,0
194559,9116,0
194559,9119,0
194559,9130,0
194559,9131,0
194559,9143,0
194559,9144,0
194559,9148,0
194559,9156,0
194559,9157,0
194559,9158,0
194559,9159,0
194559,9160,0
194559,9161,0
194559,9162,0
194559,9163,0
194559,9164,0
194559,9165,0
194559,9165,0
194559,9166,0
194559,9167,0
194559,9167,0
194559,9168,0
194560,8948,0
194560,9003,0
194560,9012,0
194560,9109,0
194560,9169,0
194560,9170,0
194561,8968,0
194562,8949,0
194562,8963,0
194562,8965,0
194562,8969,0
194562,8973,0
194562,8975,0
194562,9003,0
194562,9006,0
194562,9015,0
194562,9025,0
194562,9027,0
194562,9036,0
194562,9048,0
194562,9069,0
194562,9076,0
194562,9090,0
194562,9113,0
194562,9115,0
194562,9147,0
194562,9156,0
194562,9164,0
194562,9170,0
194562,9171,0
194562,9172,0
194562,9173,0
194562,9174,0
194562,9175,0
194562,9176,0
194562,9177,0
194562,9178,0
194562,9179,0
194562,9180,0
194562,9181,0
194562,9182,0
194562,9183,0
194562,9184,0
194562,9185,0
194562,9186,0
194562,9187,0
194562,9188,0
194562,9189,0
194562,9190,0
194562,9191,0
194562,9192,0
194562,9193,0
194562,9194,0
194562,9195,0
194562,9196,0
194562,9197,0
194562,9198,0
194562,9199,0
194562,9200,0
194562,9201,0
194562,9202,0
194562,9203,0
194562,9204,0
194562,9205,0
194563,9163,0
194563,9175,0
194563,9183,0
194563,9191,0
194563,9197,0
194563,9198,0
194563,9206,0
194563,9207,0
194563,9208,0
194563,9209,0
194563,9210,0
194563,9211,0
194563,9212,0
194563,9213,0
194563,9214,0
194563,9215,0
194563,9216,0
194563,9217,0
194563,9218,0
194563,9219,0
194563,9220,0
194563,9221,0
194563,9222,0
194564,9206,0
194564,9216,0
194564,9223,0
194565,9172,0
194565,9192,0
194565,9211,0
194565,9224,0
194565,9225,0
194565,9226,0
194565,9227,0
194565,9228,0
194565,9229,0
194565,9230,0
194565,9231,0
194565,9232,0
194566,8962,0
194566,8981,0
194566,8986,0
194566,8988,0
194566,8993,0
194566,9002,0
194566,9018,0
194566,9040,0
194566,9042,0
194566,9044,0
194566,9047,0
194566,9060,0
194566,9061,0
194566,9071,0
194566,9119,0
194566,9233,0
194567,8950,0
194567,8954,0
194567,8956,0
194567,8958,0
194567,8962,0
194567,8963,0
194567,8964,0
194567,8967,0
194567,8971,0
194567,8981,0
194567,8982,0
194567,8985,0
194567,8988,0
194567,8989,0
194567,8991,0
194567,8994,0
194567,8995,0
194567,9002,0
194567,9007,0
194567,9010,0
194567,9012,0
194567,9014,0
194567,9020,0
194567,9033,0
194567,9034,0
194567,9037,0
194567,9040,0
194567,9042,0
194567,9044,0
194567,9051,0
194567,9057,0
194567,9059,0
194567,9060,0
194567,9061,0
194567,9062,0
194567,9063,0
194567,9064,0
194567,9071,0
194567,9072,0
194567,9073,0
194567,9074,0
194567,9078,0
194567,9080,0
194567,9083,0
194567,9086,0
194567,9090,0
194567,9094,0
194567,9096,0
194567,9099,0
194567,9105,0
194567,9108,0
194567,9112,0
194567,9116,0
194567,9121,0
194567,9123,0
194567,9129,0
194567,9130,0
194567,9131,0
194567,9138,0
194567,9147,0
194567,9148,0
194567,9149,0
194567,9159,0
194567,9160,0
194567,9161,0
194567,9165,0
194567,9165,0
194567,9187,0
194567,9233,0
194567,9234,0
194567,9235,0
194567,9236,0
194567,9237,0
194568,8948,0
194568,8949,0
194568,8951,0
194568,8952,0
194568,8955,0
194568,8956,0
194568,8957,0
194568,8958,0
194568,8959,0
194568,8960,0
194568,8961,0
194568,8962,0
194568,8963,0
194568,8964,0
194568,8965,0
194568,8966,0
194568,8967,0
194568,8969,0
194568,8970,0
194568,8971,0
194568,8972,0
194568,8973,0
194568,8974,0
194568,8975,0
194568,8976,0
194568,8977,0
194568,8978,0
194568,8979,0
194568,8980,0
194568,8981,0
194568,8982,0
194568,8983,0
194568,8984,0
194568,8985,0
194568,8986,0
194568,8987,0
194568,8988,0
194568,8989,0
194568,8990,0
194568,8991,0
194568,8992,0
194568,8993,0
194568,8994,0
194568,8995,0
194568,8996,0
194568,8997,0
194568,8998,0
194568,8999,0
194568,9000,0
194568,9001,0
194568,9002,0
194568,9003,0
194568,9004,0
194568,9006,0
194568,9007,0
194568,9008,0
194568,9009,0
194568,9010,0
194568,9011,0
194568,9012,0
194568,9013,0
194568,9014,0
194568,9015,0
194568,9016,0
194568,9017,0
194568,9018,0
194568,9019,0
194568,9021,0
194568,9022,0
