roll_call_id,people_id,vote,vote_desc
1066377,9378,2,Nay
1066377,9379,2,Nay
1066377,9380,2,Nay
1066377,9381,2,Nay
1066377,9382,2,Nay
1066377,9383,2,Nay
1066377,9384,2,Nay
1066377,9385,2,Nay
1066377,9386,2,Nay
1066377,9388,2,Nay
1066377,9389,2,Nay
1066377,9390,1,Yea
1066377,9394,1,Yea
1066378,8947,2,Nay
1066378,8948,2,Nay
1066378,8949,2,Nay
1066378,8950,2,Nay
1066378,8951,2,Nay
1066378,8952,2,Nay
1066378,8953,2,Nay
1066378,8954,2,Nay
1066378,8955,2,Nay
1066378,8956,2,Nay
1066378,8957,2,Nay
1066378,8958,2,Nay
1066378,8959,1,Yea
1066378,8960,2,Nay
1066378,8961,2,Nay
1066378,8962,2,Nay
1066378,8963,2,Nay
1066378,8964,2,Nay
1066378,8965,1,Yea
1066378,8966,2,Nay
1066378,8967,2,Nay
1066378,8968,2,Nay
1066378,8969,2,Nay
1066378,8970,2,Nay
1066378,8971,2,Nay
1066378,8972,2,Nay
1066378,8973,2,Nay
1066378,8974,2,Nay
1066378,8975,2,Nay
1066378,8976,2,Nay
1066378,8977,2,Nay
1066378,8978,2,Nay
1066378,8979,2,Nay
1066378,8980,2,Nay
1066378,8981,2,Nay
1066378,8982,2,Nay
1066378,8983,2,Nay
1066378,8984,2,Nay
1066378,8985,2,Nay
1066378,8986,2,Nay
1066378,8987,2,Nay
1066378,8988,2,Nay
1066378,8989,2,Nay
1066378,8990,2,Nay
1066378,8991,2,Nay
1066378,8992,2,Nay
1066378,8993,2,Nay
1066378,8994,2,Nay
1066378,8995,2,Nay
1066378,8996,2,Nay
1066378,8997,2,Nay
1066378,8998,2,Nay
1066378,8999,2,Nay
1066378,9000,2,Nay
1066378,9001,1,Yea
1066378,9002,2,Nay
1066378,9003,2,Nay
1066378,9004,2,Nay
1066378,9005,2,Nay
1066378,9006,2,Nay
1066378,9007,2,Nay
1066378,9008,2,Nay
1066378,9009,2,Nay
1066378,9010,2,Nay
1066378,9011,2,Nay
1066378,9013,2,Nay
1066378,9014,2,Nay
1066378,9015,2,Nay
1066378,9016,2,Nay
1066378,9017,2,Nay
1066378,9018,2,Nay
1066378,9019,2,Nay
1066378,9021,2,Nay
1066378,9022,2,Nay
1066378,9023,2,Nay
1066378,9024,4,Absent
1066378,9025,2,Nay
1066378,9026,2,Nay
1066378,9027,2,Nay
1066378,9028,2,Nay
1066378,9029,2,Nay
1066378,9030,2,Nay
1066378,9031,2,Nay
1066378,9032,2,Nay
1066378,9033,2,Nay
1066378,9034,2,Nay
1066378,9035,2,Nay
1066378,9036,2,Nay
1066378,9037,2,Nay
1066378,9038,2,Nay
1066378,9039,2,Nay
1066378,9040,2,Nay
1066378,9041,2,Nay
1066378,9042,2,Nay
1066378,9043,2,Nay
1066378,9044,2,Nay
1066378,9045,2,Nay
1066378,9046,2,Nay
1066378,9048,2,Nay
1066378,9049,2,Nay
1066378,9050,2,Nay
1066378,9051,2,Nay
1066378,9052,2,Nay
1066378,9053,2,Nay
1066378,9054,2,Nay
1066378,9055,2,Nay
1066378,9056,2,Nay
1066378,9057,2,Nay
1066378,9058,2,Nay
1066378,9059,2,Nay
1066378,9060,2,Nay
1066378,9061,2,Nay
1066378,9062,2,Nay
1066378,9063,2,Nay
1066378,9064,2,Nay
1066378,9065,2,Nay
1066378,9066,2,Nay
1066378,9067,2,Nay
1066378,9068,2,Nay
1066378,9069,2,Nay
1066378,9070,2,Nay
1066378,9071,2,Nay
1066378,9072,2,Nay
1066378,9073,2,Nay
1066378,9074,2,Nay
1066378,9075,2,Nay
1066378,9076,2,Nay
1066378,9077,2,Nay
1066378,9078,2,Nay
1066378,9079,2,Nay
1066378,9080,2,Nay
1066378,9081,2,Nay
1066378,9082,2,Nay
1066378,9083,2,Nay
1066378,9084,2,Nay
1066378,9085,2,Nay
1066378,9086,2,Nay
1066378,9087,2,Nay
1066378,9088,2,Nay
1066378,9089,2,Nay
1066378,9090,2,Nay
1066378,9091,2,Nay
1066378,9092,2,Nay
1066378,9093,2,Nay
1066378,9094,2,Nay
1066378,9095,2,Nay
1066378,9096,2,Nay
1066378,9097,2,Nay
1066378,9098,2,Nay
1066378,9099,2,Nay
1066378,9101,1,Yea
1066378,9102,2,Nay
1066378,9103,2,Nay
1066378,9104,2,Nay
1066378,9105,2,Nay
1066378,9106,2,Nay
1066378,9107,1,Yea
1066378,9109,2,Nay
1066378,9110,2,Nay
1066378,9111,2,Nay
1066378,9112,2,Nay
1066378,9113,2,Nay
1066378,9114,2,Nay
1066378,9115,2,Nay
1066378,9116,2,Nay
1066378,9117,2,Nay
1066378,9118,2,Nay
1066378,9119,2,Nay
1066378,9120,2,Nay
1066378,9121,2,Nay
1066378,9122,2,Nay
1066378,9123,2,Nay
1066378,9124,2,Nay
1066378,9125,2,Nay
1066378,9126,2,Nay
1066378,9127,2,Nay
1066378,9128,2,Nay
1066378,9129,2,Nay
