split,model,n_train,n_test,train_positive_rate,test_positive_rate,train_source_mix,test_source_mix,pr_auc,roc_auc,f1,precision,recall,balanced_accuracy,predicted_positive_rate,fit_seconds
temporal_us,logreg_l2_meta,90584,22647,0.024364126114987193,0.007948072592396344,"{""us"": 90584}","{""us"": 22647}",0.020616824605984276,0.6817940386641148,0.03036876355748373,0.01580135440180587,0.3888888888888889,0.5974132431269565,0.19561089769064335,22.673
temporal_us,logreg_l1_meta,90584,22647,0.024364126114987193,0.007948072592396344,"{""us"": 90584}","{""us"": 22647}",0.020610049806922312,0.6817176303022211,0.030174245643858903,0.015687140963323024,0.39444444444444443,0.5980768089494221,0.19984986973992142,161.699
temporal_us,random_forest_meta,90584,22647,0.024364126114987193,0.007948072592396344,"{""us"": 90584}","{""us"": 22647}",0.01981590392474703,0.654930441190289,0.035955056179775284,0.03018867924528302,0.044444444444444446,0.5165027225115354,0.011701329094361284,78.465
temporal_us,dummy_stratified,90584,22647,0.024364126114987193,0.007948072592396344,"{""us"": 90584}","{""us"": 22647}",0.00793160891716992,0.4988486817703001,0.010884353741496598,0.007207207207207207,0.022222222222222223,0.4988486817703002,0.024506557159888726,21.056
transfer_canada_to_us,logreg_l2_meta_text,7108,113231,0.14983117613956107,0.02108079942771856,"{""canada"": 7108}","{""us"": 113231}",0.04918752732243581,0.5527839924245335,0.03884376447894702,0.01987036857889136,0.8604943443653121,0.4732264944734431,0.9129125416184614,46.799
transfer_canada_to_us,logreg_l1_meta,7108,113231,0.14983117613956107,0.02108079942771856,"{""canada"": 7108}","{""us"": 113231}",0.048186895729298025,0.5421621319587773,0.04124817246719092,0.021058954472377787,0.9987431922915794,0.49947083471531084,0.9997792124064965,18.145
transfer_canada_to_us,logreg_l2_meta,7108,113231,0.14983117613956107,0.02108079942771856,"{""canada"": 7108}","{""us"": 113231}",0.04810995957866514,0.545492251726733,0.041708937251338694,0.021303054879697216,0.9903644742354419,0.5052775061444612,0.9800319700435394,17.082
transfer_canada_to_us,naive_bayes_text,7108,113231,0.14983117613956107,0.02108079942771856,"{""canada"": 7108}","{""us"": 113231}",0.026500667988077528,0.5706160922546112,0.042694147957305854,0.02441077441077441,0.17008797653958943,0.5118510324038931,0.14688557020603898,46.461
transfer_canada_to_us,random_forest_meta,7108,113231,0.14983117613956107,0.02108079942771856,"{""canada"": 7108}","{""us"": 113231}",0.022879386374039894,0.5291795277690887,0.042195269296900415,0.022336473887481244,0.38039379974863846,0.5109224240344,0.3590094585405057,49.626
transfer_canada_to_us,dummy_stratified,7108,113231,0.14983117613956107,0.02108079942771856,"{""canada"": 7108}","{""us"": 113231}",0.02095688473260795,0.4968688298097197,0.03541569299475515,0.02021339656194428,0.14285714285714285,0.4968688298097197,0.14898746809619273,15.793
transfer_canada_to_us,linear_svm_meta_text,7108,113231,0.14983117613956107,0.02108079942771856,"{""canada"": 7108}","{""us"": 113231}",0.018242147189537188,0.443873347396433,0.032392782566793385,0.017302027626047416,0.2534562211981567,0.47172648669521344,0.3088111912815395,46.653
transfer_us_to_canada,naive_bayes_text,113231,7108,0.02108079942771856,0.14983117613956107,"{""us"": 113231}","{""canada"": 7108}",0.2520599740528665,0.642942402609157,0.0,0.0,0.0,0.5,0.0,57.388
transfer_us_to_canada,logreg_l2_meta_text,113231,7108,0.02108079942771856,0.14983117613956107,"{""us"": 113231}","{""canada"": 7108}",0.22627455147508324,0.6260991066371753,0.0,0.0,0.0,0.5,0.0,720.939
transfer_us_to_canada,random_forest_meta,113231,7108,0.02108079942771856,0.14983117613956107,"{""us"": 113231}","{""canada"": 7108}",0.1886603717209296,0.5546759180489745,0.0,0.0,0.0,0.5,0.0,88.112
transfer_us_to_canada,logreg_l1_meta,113231,7108,0.02108079942771856,0.14983117613956107,"{""us"": 113231}","{""canada"": 7108}",0.17213850259087593,0.4683177447386065,0.0,0.0,0.0,0.5,0.0,629.294
transfer_us_to_canada,logreg_l2_meta,113231,7108,0.02108079942771856,0.14983117613956107,"{""us"": 113231}","{""canada"": 7108}",0.17037749881909794,0.45248442500110714,0.0,0.0,0.0,0.5,0.0,16.709
transfer_us_to_canada,dummy_stratified,113231,7108,0.02108079942771856,0.14983117613956107,"{""us"": 113231}","{""canada"": 7108}",0.14936405444538114,0.4977214159245284,0.028192371475953566,0.12056737588652482,0.01596244131455399,0.4977214159245284,0.01983680360157569,14.491
transfer_us_to_canada,linear_svm_meta_text,113231,7108,0.02108079942771856,0.14983117613956107,"{""us"": 113231}","{""canada"": 7108}",0.148012716529626,0.5157225331136247,0.0,0.0,0.0,0.49958629819626016,0.0007034327518289251,80.603
