split,model,n_train,n_test,train_positive_rate,test_positive_rate,train_source_mix,test_source_mix,pr_auc,roc_auc,f1,precision,recall,balanced_accuracy,predicted_positive_rate,fit_seconds
transfer_canada_to_us,linear_svm_meta_text,7108,113231,0.14983117613956107,0.02108079942771856,"{""canada"": 7108}","{""us"": 113231}",0.04764099267664211,0.49348342716266946,0.09774203526136716,0.1867612293144208,0.06619187264348554,0.5299924756021729,0.007471452164159991,44.361
transfer_canada_to_us,logreg_l2_meta_text,7108,113231,0.14983117613956107,0.02108079942771856,"{""canada"": 7108}","{""us"": 113231}",0.04562219301752693,0.502253526610775,0.11133200795228629,0.13683567501527183,0.093841642228739,0.5405469984446716,0.014457171622612182,44.53
transfer_canada_to_us,logreg_l2_meta,7108,113231,0.14983117613956107,0.02108079942771856,"{""canada"": 7108}","{""us"": 113231}",0.04268430234395091,0.4434076684152641,0.09781605659796985,0.1840277777777778,0.06661080854629242,0.530125259204401,0.007630419231482544,22.821
transfer_canada_to_us,naive_bayes_text,7108,113231,0.14983117613956107,0.02108079942771856,"{""canada"": 7108}","{""us"": 113231}",0.026500667988077528,0.5706160922546112,0.042694147957305854,0.02441077441077441,0.17008797653958943,0.5118510324038931,0.14688557020603898,41.4
transfer_canada_to_us,dummy_stratified,7108,113231,0.14983117613956107,0.02108079942771856,"{""canada"": 7108}","{""us"": 113231}",0.02095688473260795,0.4968688298097197,0.03541569299475515,0.02021339656194428,0.14285714285714285,0.4968688298097197,0.14898746809619273,20.687
transfer_canada_to_us,logreg_l1_meta,7108,113231,0.14983117613956107,0.02108079942771856,"{""canada"": 7108}","{""us"": 113231}",0.013054891543403878,0.2528094678274356,0.0,0.0,0.0,0.5,0.0,21.052
transfer_us_to_canada,naive_bayes_text,113231,7108,0.02108079942771856,0.14983117613956107,"{""us"": 113231}","{""canada"": 7108}",0.2520599740528665,0.642942402609157,0.0,0.0,0.0,0.5,0.0,60.295
transfer_us_to_canada,linear_svm_meta_text,113231,7108,0.02108079942771856,0.14983117613956107,"{""us"": 113231}","{""canada"": 7108}",0.1732602857083413,0.4964053392005184,0.0,0.0,0.0,0.5,0.0,79.144
transfer_us_to_canada,random_forest_meta,113231,7108,0.02108079942771856,0.14983117613956107,"{""us"": 113231}","{""canada"": 7108}",0.15349998068823117,0.5017075590505913,0.0,0.0,0.0,0.5,0.0,82.855
transfer_us_to_canada,dummy_stratified,113231,7108,0.02108079942771856,0.14983117613956107,"{""us"": 113231}","{""canada"": 7108}",0.14936405444538114,0.4977214159245284,0.028192371475953566,0.12056737588652482,0.01596244131455399,0.4977214159245284,0.01983680360157569,17.041
transfer_us_to_canada,logreg_l1_meta,113231,7108,0.02108079942771856,0.14983117613956107,"{""us"": 113231}","{""canada"": 7108}",0.11246767187063142,0.34571975956350376,0.0,0.0,0.0,0.5,0.0,407.528
transfer_us_to_canada,logreg_l2_meta_text,113231,7108,0.02108079942771856,0.14983117613956107,"{""us"": 113231}","{""canada"": 7108}",0.11215417666806723,0.35822365379879256,0.0,0.0,0.0,0.5,0.0,710.454
transfer_us_to_canada,logreg_l2_meta,113231,7108,0.02108079942771856,0.14983117613956107,"{""us"": 113231}","{""canada"": 7108}",0.11070569950690669,0.34065061115215756,0.0,0.0,0.0,0.5,0.0,21.478
