bill_id,document_id,document_type,document_size,document_mime,document_desc,url,state_link
1393251,2242803,text,334853,application/pdf,Introduced,https://legiscan.com/US/text/HB32/id/2242803,https://www.congress.gov/117/bills/hr32/BILLS-117hr32ih.pdf
1393415,2319996,text,276088,application/pdf,Introduced,https://legiscan.com/US/text/HB33/id/2319996,https://www.congress.gov/117/bills/hr33/BILLS-117hr33ih.pdf
1393234,2239670,text,279779,application/pdf,Introduced,https://legiscan.com/US/text/HB34/id/2239670,https://www.congress.gov/117/bills/hr34/BILLS-117hr34ih.pdf
1393280,2239426,text,281358,application/pdf,Introduced,https://legiscan.com/US/text/HB35/id/2239426,https://www.congress.gov/117/bills/hr35/BILLS-117hr35ih.pdf
1393274,2240023,text,260321,application/pdf,Introduced,https://legiscan.com/US/text/HB36/id/2240023,https://www.congress.gov/117/bills/hr36/BILLS-117hr36ih.pdf
1393419,2238610,text,280757,application/pdf,Introduced,https://legiscan.com/US/text/HB37/id/2238610,https://www.congress.gov/117/bills/hr37/BILLS-117hr37ih.pdf
1393336,2238926,text,291399,application/pdf,Introduced,https://legiscan.com/US/text/HB38/id/2238926,https://www.congress.gov/117/bills/hr38/BILLS-117hr38ih.pdf
1393392,2240034,text,285197,application/pdf,Introduced,https://legiscan.com/US/text/HB39/id/2240034,https://www.congress.gov/117/bills/hr39/BILLS-117hr39ih.pdf
1393286,2242862,text,303413,application/pdf,Introduced,https://legiscan.com/US/text/HB40/id/2242862,https://www.congress.gov/117/bills/hr40/BILLS-117hr40ih.pdf
1393382,2238922,text,280124,application/pdf,Introduced,https://legiscan.com/US/text/HB41/id/2238922,https://www.congress.gov/117/bills/hr41/BILLS-117hr41ih.pdf
1393238,2240967,text,289369,application/pdf,Introduced,https://legiscan.com/US/text/HB42/id/2240967,https://www.congress.gov/117/bills/hr42/BILLS-117hr42ih.pdf
1393300,2239451,text,280484,application/pdf,Introduced,https://legiscan.com/US/text/HB43/id/2239451,https://www.congress.gov/117/bills/hr43/BILLS-117hr43ih.pdf
1393324,2238671,text,280517,application/pdf,Introduced,https://legiscan.com/US/text/HB44/id/2238671,https://www.congress.gov/117/bills/hr44/BILLS-117hr44ih.pdf
1393357,2242618,text,282078,application/pdf,Introduced,https://legiscan.com/US/text/HB45/id/2242618,https://www.congress.gov/117/bills/hr45/BILLS-117hr45ih.pdf
1393269,2240970,text,282722,application/pdf,Introduced,https://legiscan.com/US/text/HB46/id/2240970,https://www.congress.gov/117/bills/hr46/BILLS-117hr46ih.pdf
1393284,2238973,text,279747,application/pdf,Introduced,https://legiscan.com/US/text/HB47/id/2238973,https://www.congress.gov/117/bills/hr47/BILLS-117hr47ih.pdf
1393333,2240942,text,281802,application/pdf,Introduced,https://legiscan.com/US/text/HB48/id/2240942,https://www.congress.gov/117/bills/hr48/BILLS-117hr48ih.pdf
1393273,2239486,text,280057,application/pdf,Introduced,https://legiscan.com/US/text/HB49/id/2239486,https://www.congress.gov/117/bills/hr49/BILLS-117hr49ih.pdf
1393273,2396231,text,129734,application/pdf,Engrossed,https://legiscan.com/US/text/HB49/id/2396231,https://www.congress.gov/117/bills/hr49/BILLS-117hr49eh.pdf
1393273,2414692,text,128912,application/pdf,Enrolled,https://legiscan.com/US/text/HB49/id/2414692,https://www.congress.gov/117/bills/hr49/BILLS-117hr49enr.pdf
1393332,2240972,text,280028,application/pdf,Introduced,https://legiscan.com/US/text/HB50/id/2240972,https://www.congress.gov/117/bills/hr50/BILLS-117hr50ih.pdf
1393394,2245489,text,442873,application/pdf,Introduced,https://legiscan.com/US/text/HB51/id/2245489,https://www.congress.gov/117/bills/hr51/BILLS-117hr51ih.pdf
1393394,2374452,text,422084,application/pdf,Introduced,https://legiscan.com/US/text/HB51/id/2374452,https://www.congress.gov/117/bills/hr51/BILLS-117hr51rh.pdf
1393394,2380525,text,278158,application/pdf,Engrossed,https://legiscan.com/US/text/HB51/id/2380525,https://www.congress.gov/117/bills/hr51/BILLS-117hr51eh.pdf
1393366,2240965,text,281940,application/pdf,Introduced,https://legiscan.com/US/text/HB52/id/2240965,https://www.congress.gov/117/bills/hr52/BILLS-117hr52ih.pdf
1393383,2240963,text,285684,application/pdf,Introduced,https://legiscan.com/US/text/HB53/id/2240963,https://www.congress.gov/117/bills/hr53/BILLS-117hr53ih.pdf
1393258,2240866,text,280073,application/pdf,Introduced,https://legiscan.com/US/text/HB54/id/2240866,https://www.congress.gov/117/bills/hr54/BILLS-117hr54ih.pdf
1393375,2243148,text,284518,application/pdf,Introduced,https://legiscan.com/US/text/HB55/id/2243148,https://www.congress.gov/117/bills/hr55/BILLS-117hr55ih.pdf
1393375,2529960,text,242145,application/pdf,Introduced,https://legiscan.com/US/text/HB55/id/2529960,https://www.congress.gov/117/bills/hr55/BILLS-117hr55rh.pdf
1393375,2533016,text,112138,application/pdf,Engrossed,https://legiscan.com/US/text/HB55/id/2533016,https://www.congress.gov/117/bills/hr55/BILLS-117hr55eh.pdf
1393375,2542546,text,112201,application/pdf,Enrolled,https://legiscan.com/US/text/HB55/id/2542546,https://www.congress.gov/117/bills/hr55/BILLS-117hr55enr.pdf
1393391,2245823,text,293191,application/pdf,Introduced,https://legiscan.com/US/text/HB56/id/2245823,https://www.congress.gov/117/bills/hr56/BILLS-117hr56ih.pdf
1393385,2240962,text,282090,application/pdf,Introduced,https://legiscan.com/US/text/HB57/id/2240962,https://www.congress.gov/117/bills/hr57/BILLS-117hr57ih.pdf
1393341,2245841,text,300083,application/pdf,Introduced,https://legiscan.com/US/text/HB58/id/2245841,https://www.congress.gov/117/bills/hr58/BILLS-117hr58ih.pdf
1393397,2248236,text,354148,application/pdf,Introduced,https://legiscan.com/US/text/HB59/id/2248236,https://www.congress.gov/117/bills/hr59/BILLS-117hr59ih.pdf
1393410,2238611,text,286847,application/pdf,Introduced,https://legiscan.com/US/text/HB60/id/2238611,https://www.congress.gov/117/bills/hr60/BILLS-117hr60ih.pdf
1393309,2239459,text,293725,application/pdf,Introduced,https://legiscan.com/US/text/HB61/id/2239459,https://www.congress.gov/117/bills/hr61/BILLS-117hr61ih.pdf
1393404,2238851,text,291633,application/pdf,Introduced,https://legiscan.com/US/text/HB62/id/2238851,https://www.congress.gov/117/bills/hr62/BILLS-117hr62ih.pdf
1393262,2239921,text,284690,application/pdf,Introduced,https://legiscan.com/US/text/HB63/id/2239921,https://www.congress.gov/117/bills/hr63/BILLS-117hr63ih.pdf
1393285,2238724,text,286988,application/pdf,Introduced,https://legiscan.com/US/text/HB64/id/2238724,https://www.congress.gov/117/bills/hr64/BILLS-117hr64ih.pdf
1393368,2240030,text,282377,application/pdf,Introduced,https://legiscan.com/US/text/HB65/id/2240030,https://www.congress.gov/117/bills/hr65/BILLS-117hr65ih.pdf
1393418,2238947,text,289278,application/pdf,Introduced,https://legiscan.com/US/text/HB66/id/2238947,https://www.congress.gov/117/bills/hr66/BILLS-117hr66ih.pdf
1393411,2251636,text,289888,application/pdf,Introduced,https://legiscan.com/US/text/HB67/id/2251636,https://www.congress.gov/117/bills/hr67/BILLS-117hr67ih.pdf
1393289,2239860,text,295456,application/pdf,Introduced,https://legiscan.com/US/text/HB68/id/2239860,https://www.congress.gov/117/bills/hr68/BILLS-117hr68ih.pdf
1393271,2239646,text,283127,application/pdf,Introduced,https://legiscan.com/US/text/HB69/id/2239646,https://www.congress.gov/117/bills/hr69/BILLS-117hr69ih.pdf
1393241,2238930,text,288868,application/pdf,Introduced,https://legiscan.com/US/text/HB70/id/2238930,https://www.congress.gov/117/bills/hr70/BILLS-117hr70ih.pdf
1393242,2245493,text,306725,application/pdf,Introduced,https://legiscan.com/US/text/HB71/id/2245493,https://www.congress.gov/117/bills/hr71/BILLS-117hr71ih.pdf
1393359,2243976,text,280588,application/pdf,Introduced,https://legiscan.com/US/text/HB72/id/2243976,https://www.congress.gov/117/bills/hr72/BILLS-117hr72ih.pdf
1393255,2243995,text,283292,application/pdf,Introduced,https://legiscan.com/US/text/HB73/id/2243995,https://www.congress.gov/117/bills/hr73/BILLS-117hr73ih.pdf
1393265,2244072,text,280224,application/pdf,Introduced,https://legiscan.com/US/text/HB74/id/2244072,https://www.congress.gov/117/bills/hr74/BILLS-117hr74ih.pdf
1393342,2244300,text,280639,application/pdf,Introduced,https://legiscan.com/US/text/HB75/id/2244300,https://www.congress.gov/117/bills/hr75/BILLS-117hr75ih.pdf
1393275,2243982,text,280470,application/pdf,Introduced,https://legiscan.com/US/text/HB76/id/2243982,https://www.congress.gov/117/bills/hr76/BILLS-117hr76ih.pdf
1393369,2244427,text,286960,application/pdf,Introduced,https://legiscan.com/US/text/HB77/id/2244427,https://www.congress.gov/117/bills/hr77/BILLS-117hr77ih.pdf
1393249,2245112,text,375485,application/pdf,Introduced,https://legiscan.com/US/text/HB78/id/2245112,https://www.congress.gov/117/bills/hr78/BILLS-117hr78ih.pdf
1393256,2255997,text,284961,application/pdf,Introduced,https://legiscan.com/US/text/HB79/id/2255997,https://www.congress.gov/117/bills/hr79/BILLS-117hr79ih.pdf
1393379,2256151,text,309087,application/pdf,Introduced,https://legiscan.com/US/text/HB80/id/2256151,https://www.congress.gov/117/bills/hr80/BILLS-117hr80ih.pdf
1393237,2242858,text,294863,application/pdf,Introduced,https://legiscan.com/US/text/HB81/id/2242858,https://www.congress.gov/117/bills/hr81/BILLS-117hr81ih.pdf
1393318,2242995,text,282408,application/pdf,Introduced,https://legiscan.com/US/text/HB82/id/2242995,https://www.congress.gov/117/bills/hr82/BILLS-117hr82ih.pdf
1393318,2607364,text,225603,application/pdf,Introduced,https://legiscan.com/US/text/HB82/id/2607364,https://www.congress.gov/117/bills/hr82/BILLS-117hr82rh.pdf
1393291,2243985,text,282190,application/pdf,Introduced,https://legiscan.com/US/text/HB83/id/2243985,https://www.congress.gov/117/bills/hr83/BILLS-117hr83ih.pdf
1393408,2255035,text,278926,application/pdf,Introduced,https://legiscan.com/US/text/HB84/id/2255035,https://www.congress.gov/117/bills/hr84/BILLS-117hr84ih.pdf
1393329,2246939,text,280385,application/pdf,Introduced,https://legiscan.com/US/text/HB85/id/2246939,https://www.congress.gov/117/bills/hr85/BILLS-117hr85ih.pdf
1393400,2245490,text,282440,application/pdf,Introduced,https://legiscan.com/US/text/HB86/id/2245490,https://www.congress.gov/117/bills/hr86/BILLS-117hr86ih.pdf
1393395,2246936,text,282135,application/pdf,Introduced,https://legiscan.com/US/text/HB87/id/2246936,https://www.congress.gov/117/bills/hr87/BILLS-117hr87ih.pdf
1393272,2245825,text,282130,application/pdf,Introduced,https://legiscan.com/US/text/HB88/id/2245825,https://www.congress.gov/117/bills/hr88/BILLS-117hr88ih.pdf
1393325,2245822,text,296341,application/pdf,Introduced,https://legiscan.com/US/text/HB89/id/2245822,https://www.congress.gov/117/bills/hr89/BILLS-117hr89ih.pdf
1393413,2245549,text,282869,application/pdf,Introduced,https://legiscan.com/US/text/HB90/id/2245549,https://www.congress.gov/117/bills/hr90/BILLS-117hr90ih.pdf
1393355,2246927,text,280362,application/pdf,Introduced,https://legiscan.com/US/text/HB91/id/2246927,https://www.congress.gov/117/bills/hr91/BILLS-117hr91ih.pdf
1393355,2602980,text,213962,application/pdf,Introduced,https://legiscan.com/US/text/HB91/id/2602980,https://www.congress.gov/117/bills/hr91/BILLS-117hr91rs.pdf
1393355,2584531,text,104526,application/pdf,Engrossed,https://legiscan.com/US/text/HB91/id/2584531,https://www.congress.gov/117/bills/hr91/BILLS-117hr91eh.pdf
1393355,2607372,text,107683,application/pdf,Enrolled,https://legiscan.com/US/text/HB91/id/2607372,https://www.congress.gov/117/bills/hr91/BILLS-117hr91enr.pdf
1393402,2246926,text,280302,application/pdf,Introduced,https://legiscan.com/US/text/HB92/id/2246926,https://www.congress.gov/117/bills/hr92/BILLS-117hr92ih.pdf
1393402,2603000,text,213871,application/pdf,Introduced,https://legiscan.com/US/text/HB92/id/2603000,https://www.congress.gov/117/bills/hr92/BILLS-117hr92rs.pdf
1393402,2584560,text,103884,application/pdf,Engrossed,https://legiscan.com/US/text/HB92/id/2584560,https://www.congress.gov/117/bills/hr92/BILLS-117hr92eh.pdf
1393402,2607378,text,107015,application/pdf,Enrolled,https://legiscan.com/US/text/HB92/id/2607378,https://www.congress.gov/117/bills/hr92/BILLS-117hr92enr.pdf
1393388,2245828,text,280651,application/pdf,Introduced,https://legiscan.com/US/text/HB93/id/2245828,https://www.congress.gov/117/bills/hr93/BILLS-117hr93ih.pdf
1393403,2246932,text,281082,application/pdf,Introduced,https://legiscan.com/US/text/HB94/id/2246932,https://www.congress.gov/117/bills/hr94/BILLS-117hr94ih.pdf
1393287,2245833,text,288733,application/pdf,Introduced,https://legiscan.com/US/text/HB95/id/2245833,https://www.congress.gov/117/bills/hr95/BILLS-117hr95ih.pdf
1393339,2247590,text,284938,application/pdf,Introduced,https://legiscan.com/US/text/HB96/id/2247590,https://www.congress.gov/117/bills/hr96/BILLS-117hr96ih.pdf
1393303,2247589,text,330801,application/pdf,Introduced,https://legiscan.com/US/text/HB97/id/2247589,https://www.congress.gov/117/bills/hr97/BILLS-117hr97ih.pdf
1393308,2245835,text,296040,application/pdf,Introduced,https://legiscan.com/US/text/HB98/id/2245835,https://www.congress.gov/117/bills/hr98/BILLS-117hr98ih.pdf
1393263,2247604,text,280751,application/pdf,Introduced,https://legiscan.com/US/text/HB99/id/2247604,https://www.congress.gov/117/bills/hr99/BILLS-117hr99ih.pdf
1393301,2247605,text,283076,application/pdf,Introduced,https://legiscan.com/US/text/HB100/id/2247605,https://www.congress.gov/117/bills/hr100/BILLS-117hr100ih.pdf
1393321,2256170,text,284275,application/pdf,Introduced,https://legiscan.com/US/text/HB101/id/2256170,https://www.congress.gov/117/bills/hr101/BILLS-117hr101ih.pdf
1393317,2256208,text,380632,application/pdf,Introduced,https://legiscan.com/US/text/HB102/id/2256208,https://www.congress.gov/117/bills/hr102/BILLS-117hr102ih.pdf
1393371,2256217,text,281650,application/pdf,Introduced,https://legiscan.com/US/text/HB103/id/2256217,https://www.congress.gov/117/bills/hr103/BILLS-117hr103ih.pdf
1393264,2256310,text,278750,application/pdf,Introduced,https://legiscan.com/US/text/HB104/id/2256310,https://www.congress.gov/117/bills/hr104/BILLS-117hr104ih.pdf
1393331,2256188,text,278510,application/pdf,Introduced,https://legiscan.com/US/text/HB105/id/2256188,https://www.congress.gov/117/bills/hr105/BILLS-117hr105ih.pdf
1393396,2258228,text,277793,application/pdf,Introduced,https://legiscan.com/US/text/HB106/id/2258228,https://www.congress.gov/117/bills/hr106/BILLS-117hr106ih.pdf
1393288,2271116,text,279794,application/pdf,Introduced,https://legiscan.com/US/text/HB107/id/2271116,https://www.congress.gov/117/bills/hr107/BILLS-117hr107ih.pdf
1393295,2256311,text,279146,application/pdf,Introduced,https://legiscan.com/US/text/HB108/id/2256311,https://www.congress.gov/117/bills/hr108/BILLS-117hr108ih.pdf
1393254,2256160,text,286809,application/pdf,Introduced,https://legiscan.com/US/text/HB109/id/2256160,https://www.congress.gov/117/bills/hr109/BILLS-117hr109ih.pdf
1393337,2256305,text,281615,application/pdf,Introduced,https://legiscan.com/US/text/HB110/id/2256305,https://www.congress.gov/117/bills/hr110/BILLS-117hr110ih.pdf
1393349,2260502,text,306554,application/pdf,Introduced,https://legiscan.com/US/text/HB111/id/2260502,https://www.congress.gov/117/bills/hr111/BILLS-117hr111ih.pdf
1393298,2258223,text,280369,application/pdf,Introduced,https://legiscan.com/US/text/HB112/id/2258223,https://www.congress.gov/117/bills/hr112/BILLS-117hr112ih.pdf
1393326,2258232,text,284545,application/pdf,Introduced,https://legiscan.com/US/text/HB113/id/2258232,https://www.congress.gov/117/bills/hr113/BILLS-117hr113ih.pdf
1393312,2258217,text,276766,application/pdf,Introduced,https://legiscan.com/US/text/HB114/id/2258217,https://www.congress.gov/117/bills/hr114/BILLS-117hr114ih.pdf
1393405,2258244,text,282200,application/pdf,Introduced,https://legiscan.com/US/text/HB115/id/2258244,https://www.congress.gov/117/bills/hr115/BILLS-117hr115ih.pdf
1393367,2262661,text,287214,application/pdf,Introduced,https://legiscan.com/US/text/HB116/id/2262661,https://www.congress.gov/117/bills/hr116/BILLS-117hr116ih.pdf
1393302,2262920,text,280439,application/pdf,Introduced,https://legiscan.com/US/text/HB117/id/2262920,https://www.congress.gov/117/bills/hr117/BILLS-117hr117ih.pdf
1393360,2262830,text,277410,application/pdf,Introduced,https://legiscan.com/US/text/HB118/id/2262830,https://www.congress.gov/117/bills/hr118/BILLS-117hr118ih.pdf
1393328,2262900,text,280266,application/pdf,Introduced,https://legiscan.com/US/text/HB119/id/2262900,https://www.congress.gov/117/bills/hr119/BILLS-117hr119ih.pdf
1393236,2264457,text,287292,application/pdf,Introduced,https://legiscan.com/US/text/HB120/id/2264457,https://www.congress.gov/117/bills/hr120/BILLS-117hr120ih.pdf
1393353,2262929,text,277437,application/pdf,Introduced,https://legiscan.com/US/text/HB121/id/2262929,https://www.congress.gov/117/bills/hr121/BILLS-117hr121ih.pdf
1393304,2263561,text,281110,application/pdf,Introduced,https://legiscan.com/US/text/HB122/id/2263561,https://www.congress.gov/117/bills/hr122/BILLS-117hr122ih.pdf
1393296,2264235,text,287762,application/pdf,Introduced,https://legiscan.com/US/text/HB123/id/2264235,https://www.congress.gov/117/bills/hr123/BILLS-117hr123ih.pdf
1393268,2263573,text,277201,application/pdf,Introduced,https://legiscan.com/US/text/HB124/id/2263573,https://www.congress.gov/117/bills/hr124/BILLS-117hr124ih.pdf
1393279,2263279,text,283993,application/pdf,Introduced,https://legiscan.com/US/text/HB125/id/2263279,https://www.congress.gov/117/bills/hr125/BILLS-117hr125ih.pdf
1393235,2264428,text,279338,application/pdf,Introduced,https://legiscan.com/US/text/HB126/id/2264428,https://www.congress.gov/117/bills/hr126/BILLS-117hr126ih.pdf
1393338,2262927,text,303421,application/pdf,Introduced,https://legiscan.com/US/text/HB127/id/2262927,https://www.congress.gov/117/bills/hr127/BILLS-117hr127ih.pdf
1393259,2266734,text,295524,application/pdf,Introduced,https://legiscan.com/US/text/HB128/id/2266734,https://www.congress.gov/117/bills/hr128/BILLS-117hr128ih.pdf
1393348,2266780,text,290347,application/pdf,Introduced,https://legiscan.com/US/text/HB129/id/2266780,https://www.congress.gov/117/bills/hr129/BILLS-117hr129ih.pdf
1393316,2267406,text,280439,application/pdf,Introduced,https://legiscan.com/US/text/HB130/id/2267406,https://www.congress.gov/117/bills/hr130/BILLS-117hr130ih.pdf
1393407,2337783,text,295806,application/pdf,Introduced,https://legiscan.com/US/text/HB131/id/2337783,https://www.congress.gov/117/bills/hr131/BILLS-117hr131ih.pdf
1393334,2267389,text,277491,application/pdf,Introduced,https://legiscan.com/US/text/HB132/id/2267389,https://www.congress.gov/117/bills/hr132/BILLS-117hr132ih.pdf
1393409,2267409,text,284849,application/pdf,Introduced,https://legiscan.com/US/text/HB133/id/2267409,https://www.congress.gov/117/bills/hr133/BILLS-117hr133ih.pdf
1393277,2267395,text,278943,application/pdf,Introduced,https://legiscan.com/US/text/HB134/id/2267395,https://www.congress.gov/117/bills/hr134/BILLS-117hr134ih.pdf
1393416,2267405,text,278371,application/pdf,Introduced,https://legiscan.com/US/text/HB135/id/2267405,https://www.congress.gov/117/bills/hr135/BILLS-117hr135ih.pdf
1393340,2267394,text,283718,application/pdf,Introduced,https://legiscan.com/US/text/HB136/id/2267394,https://www.congress.gov/117/bills/hr136/BILLS-117hr136ih.pdf
1393347,2267375,text,278569,application/pdf,Introduced,https://legiscan.com/US/text/HB137/id/2267375,https://www.congress.gov/117/bills/hr137/BILLS-117hr137ih.pdf
1393246,2267393,text,278666,application/pdf,Introduced,https://legiscan.com/US/text/HB138/id/2267393,https://www.congress.gov/117/bills/hr138/BILLS-117hr138ih.pdf
1393384,2270128,text,281088,application/pdf,Introduced,https://legiscan.com/US/text/HB139/id/2270128,https://www.congress.gov/117/bills/hr139/BILLS-117hr139ih.pdf
1393240,2267385,text,259747,application/pdf,Introduced,https://legiscan.com/US/text/HB140/id/2267385,https://www.congress.gov/117/bills/hr140/BILLS-117hr140ih.pdf
1393354,2267404,text,279076,application/pdf,Introduced,https://legiscan.com/US/text/HB141/id/2267404,https://www.congress.gov/117/bills/hr141/BILLS-117hr141ih.pdf
1393378,2270121,text,283054,application/pdf,Introduced,https://legiscan.com/US/text/HB142/id/2270121,https://www.congress.gov/117/bills/hr142/BILLS-117hr142ih.pdf
1393253,2270458,text,286482,application/pdf,Introduced,https://legiscan.com/US/text/HB143/id/2270458,https://www.congress.gov/117/bills/hr143/BILLS-117hr143ih.pdf
1393363,2271153,text,276871,application/pdf,Introduced,https://legiscan.com/US/text/HB144/id/2271153,https://www.congress.gov/117/bills/hr144/BILLS-117hr144ih.pdf
1393363,2373012,text,265391,application/pdf,Introduced,https://legiscan.com/US/text/HB144/id/2373012,https://www.congress.gov/117/bills/hr144/BILLS-117hr144rh.pdf
1393363,2400308,text,135027,application/pdf,Engrossed,https://legiscan.com/US/text/HB144/id/2400308,https://www.congress.gov/117/bills/hr144/BILLS-117hr144eh.pdf
1393252,2270503,text,276752,application/pdf,Introduced,https://legiscan.com/US/text/HB145/id/2270503,https://www.congress.gov/117/bills/hr145/BILLS-117hr145ih.pdf
1393294,2271156,text,277641,application/pdf,Introduced,https://legiscan.com/US/text/HB146/id/2271156,https://www.congress.gov/117/bills/hr146/BILLS-117hr146ih.pdf
1393420,2270516,text,277939,application/pdf,Introduced,https://legiscan.com/US/text/HB147/id/2270516,https://www.congress.gov/117/bills/hr147/BILLS-117hr147ih.pdf
1393420,2450942,text,110542,application/pdf,Engrossed,https://legiscan.com/US/text/HB147/id/2450942,https://www.congress.gov/117/bills/hr147/BILLS-117hr147eh.pdf
