bill_id,roll_call_id,date,chamber,description,yea,nay,nv,absent,total
1650565,1231562,2023-01-11,House,"On Motion to Recommit",212,219,0,3,434
1650565,1231563,2023-01-11,House,"On Passage",220,210,1,3,434
1650678,1449861,2024-05-23,House,"On Motion to Recommit RC# 231",195,212,0,23,430
1650678,1449862,2024-05-23,House,"On Passage RC# 232",262,143,0,25,430
1650755,1272222,2023-03-08,House,"On Agreeing to the Amendment RC# 138",207,223,0,10,440
1650755,1272223,2023-03-08,House,"On Agreeing to the Amendment RC# 139",209,221,0,10,440
1650755,1272788,2023-03-09,House,"On Motion to Recommit RC# 140",204,218,0,13,435
1650755,1272789,2023-03-09,House,"On Passage RC# 141",219,206,0,9,434
1650761,1240753,2023-02-01,House,"On Passage",229,197,0,7,433
1650761,1288924,2023-03-29,Senate,"On Passage of the Bill H.J.Res. 7 RC# 80",68,23,0,9,100
1650858,1470674,2024-12-17,House,"On Motion to Recommit RC# 508",198,211,0,21,430
1650858,1470675,2024-12-17,House,"On Passage RC# 509",210,201,0,18,429
1650862,1231751,2023-01-12,House,"On Passage",331,97,0,6,434
1650874,1231355,2023-01-10,House,"On Agreeing to the Resolution",221,211,0,2,434
1650920,1236890,2023-01-26,House,"On Agreeing to the Amendment",205,220,0,15,440
1650920,1236891,2023-01-26,House,"On Agreeing to the Amendment",213,218,0,9,440
1650920,1236892,2023-01-26,House,"On Agreeing to the Amendment",214,219,0,7,440
1650920,1236893,2023-01-26,House,"On Agreeing to the Amendment",214,219,0,7,440
1650920,1236894,2023-01-26,House,"On Agreeing to the Amendment",389,42,0,8,439
1650920,1236895,2023-01-26,House,"On Agreeing to the Amendment",14,418,0,7,439
1650920,1236896,2023-01-26,House,"On Agreeing to the Amendment",213,218,0,8,439
1650920,1236897,2023-01-26,House,"On Agreeing to the Amendment",220,212,0,7,439
1650920,1236898,2023-01-26,House,"On Agreeing to the Amendment",213,218,0,8,439
1650920,1236899,2023-01-26,House,"On Agreeing to the Amendment",212,218,0,9,439
1650920,1236900,2023-01-26,House,"On Agreeing to the Amendment",205,225,0,9,439
1650920,1236901,2023-01-26,House,"On Agreeing to the Amendment",213,218,0,8,439
1650920,1236902,2023-01-26,House,"On Agreeing to the Amendment",213,218,0,8,439
1650920,1236903,2023-01-26,House,"On Agreeing to the Amendment",213,219,0,7,439
1650920,1236904,2023-01-26,House,"On Agreeing to the Amendment",210,222,0,7,439
1650920,1236905,2023-01-26,House,"On Agreeing to the Amendment",213,219,0,7,439
1650920,1236906,2023-01-26,House,"On Agreeing to the Amendment",213,219,0,7,439
1650920,1236907,2023-01-26,House,"On Agreeing to the Amendment",197,235,0,7,439
1650920,1236908,2023-01-26,House,"On Agreeing to the Amendment",212,220,0,7,439
1650920,1236909,2023-01-26,House,"On Agreeing to the Amendment",204,228,0,7,439
1650920,1236910,2023-01-26,House,"On Agreeing to the Amendment",419,13,0,7,439
1650920,1236911,2023-01-26,House,"On Agreeing to the Amendment",418,12,0,9,439
1650920,1236912,2023-01-26,House,"On Agreeing to the Amendment",199,232,0,8,439
1650920,1236913,2023-01-26,House,"On Agreeing to the Amendment",199,230,0,10,439
1650920,1237425,2023-01-27,House,"On Passage",221,205,0,8,434
1650920,1237754,2023-01-27,House,"On Agreeing to the Amendment",207,223,0,9,439
1650920,1237755,2023-01-27,House,"On Agreeing to the Amendment",211,217,0,11,439
1650920,1237756,2023-01-27,House,"On Agreeing to the Amendment",212,215,0,13,440
1650920,1237757,2023-01-27,House,"On Agreeing to the Amendment",209,215,0,16,440
1650920,1237758,2023-01-27,House,"On Agreeing to the Amendment",204,222,0,14,440
1650920,1237759,2023-01-27,House,"On Agreeing to the Amendment",205,220,0,15,440
1650920,1237760,2023-01-27,House,"On Agreeing to the Amendment",171,256,0,12,439
1650920,1237761,2023-01-27,House,"On Agreeing to the Amendment",193,228,0,18,439
1650920,1237762,2023-01-27,House,"On Agreeing to the Amendment",199,229,0,11,439
1650920,1237763,2023-01-27,House,"On Agreeing to the Amendment",205,224,0,10,439
1650920,1237764,2023-01-27,House,"On Agreeing to the Amendment",207,220,0,12,439
1650920,1237765,2023-01-27,House,"On Agreeing to the Amendment",212,218,0,9,439
1650920,1237766,2023-01-27,House,"On Agreeing to the Amendment",199,231,0,9,439
1650920,1237767,2023-01-27,House,"On Agreeing to the Amendment",195,229,0,15,439
1650920,1237768,2023-01-27,House,"On Agreeing to the Amendment",191,237,0,11,439
1650920,1237769,2023-01-27,House,"On Agreeing to the Amendment",206,220,0,13,439
1650920,1237770,2023-01-27,House,"On Agreeing to the Amendment",207,221,0,11,439
1650920,1237771,2023-01-27,House,"On Agreeing to the Amendment",207,221,0,11,439
1650920,1237772,2023-01-27,House,"On Agreeing to the Amendment",173,256,0,10,439
1650920,1237773,2023-01-27,House,"On Agreeing to the Amendment",204,224,0,11,439
1650920,1237774,2023-01-27,House,"On Agreeing to the Amendment",187,240,0,12,439
1650920,1237775,2023-01-27,House,"On Agreeing to the Amendment",211,217,0,11,439
1650920,1237776,2023-01-27,House,"On Agreeing to the Amendment",208,221,0,10,439
1650920,1237777,2023-01-27,House,"On Agreeing to the Amendment",197,230,0,12,439
1650920,1237778,2023-01-27,House,"On Agreeing to the Amendment",209,219,0,12,440
1650920,1237779,2023-01-27,House,"On Agreeing to the Amendment",209,221,0,10,440
1650920,1237780,2023-01-27,House,"On Agreeing to the Amendment",210,219,0,11,440
1650920,1237781,2023-01-27,House,"On Agreeing to the Amendment",201,229,0,10,440
1650920,1237782,2023-01-27,House,"On Agreeing to the Amendment",210,218,0,12,440
1650920,1237783,2023-01-27,House,"On Agreeing to the Amendment",210,220,0,10,440
1650920,1237784,2023-01-27,House,"On Agreeing to the Amendment",198,229,0,13,440
1650920,1237785,2023-01-27,House,"On Agreeing to the Amendment",207,222,0,11,440
1650947,1231305,2023-01-09,House,"On Ordering the Previous Question",211,205,0,18,434
1650947,1231306,2023-01-09,House,"On Motion to Commit",210,220,0,4,434
1650947,1231307,2023-01-09,House,"On Agreeing to the Resolution",220,213,0,1,434
1650968,1241289,2023-02-01,House,"On Passage",221,206,0,6,433
1650988,1469283,2024-11-12,House,"On Motion to Suspend the Rules and Pass RC# 456",327,75,1,29,432
1650988,1470834,2024-12-18,Senate,"On Cloture on the Motion to Proceed H.R. 82 RC# 326",73,27,0,0,100
1650988,1470953,2024-12-19,Senate,"On the Motion to Proceed H.R. 82 RC# 328",73,23,0,4,100
1650988,1470970,2024-12-20,Senate,"On the Amendment S.Amdt. 3346 to H.R. 82 (No short title on file) RC# 333",3,93,0,4,100
1650988,1470971,2024-12-20,Senate,"On the Amendment S.Amdt. 3352 to H.R. 82 (No short title on file) RC# 334",28,67,0,5,100
1650988,1470972,2024-12-20,Senate,"On the Amendment S.Amdt. 3360 to H.R. 82 (No short title on file) RC# 335",32,64,0,4,100
1650988,1470973,2024-12-20,Senate,"On the Amendment S.Amdt. 3331 to H.R. 82 (No short title on file) RC# 336",34,62,0,4,100
1650988,1470974,2024-12-21,Senate,"On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: H.R. 82) RC# 337",66,30,0,4,100
1650988,1470975,2024-12-21,Senate,"On Passage of the Bill H.R. 82 RC# 338",76,20,0,4,100
1651053,1231354,2023-01-10,House,"On Agreeing to the Resolution",365,65,0,4,434
1651107,1231303,2023-01-09,House,"On Motion to Recommit",208,221,0,5,434
1651107,1231304,2023-01-09,House,"On Passage",221,210,0,3,434
1651128,1246441,2023-02-08,House,"On Agreeing to the Amendment",210,222,0,8,440
1651128,1246442,2023-02-08,House,"On Agreeing to the Amendment",253,168,0,19,440
1651128,1246443,2023-02-08,House,"On Agreeing to the Amendment",207,220,0,13,440
1651128,1246444,2023-02-08,House,"On Agreeing to the Amendment",426,8,0,6,440
1651128,1246445,2023-02-08,House,"On Agreeing to the Amendment",209,224,0,7,440
1651128,1246446,2023-02-08,House,"On Motion to Recommit",208,220,0,6,434
1651128,1246447,2023-02-08,House,"On Passage",227,201,0,6,434
1651145,1236093,2023-01-25,House,"On Motion to Suspend the Rules and Agree to the Resolution, as Amended",420,1,0,13,434
1651208,1231564,2023-01-11,House,"On Agreeing to the Resolution",222,209,0,3,434
1651217,1235495,2023-01-24,House,"On Motion to Suspend the Rules and Pass, as Amended",422,2,0,10,434
1655889,1344930,2023-06-15,House,"On Motion to Recommit RC# 270",210,220,0,3,433
1655889,1344931,2023-06-15,House,"On Passage RC# 271",220,211,0,2,433
1655900,1344395,2023-06-14,House,"On Agreeing to the Amendment RC# 257",211,223,0,5,439
1655900,1344396,2023-06-14,House,"On Agreeing to the Amendment RC# 258",211,223,0,5,439
1655900,1344397,2023-06-14,House,"On Agreeing to the Amendment RC# 259",207,225,0,7,439
1655900,1344398,2023-06-14,House,"On Agreeing to the Amendment RC# 260",213,221,0,5,439
1655900,1344399,2023-06-14,House,"On Agreeing to the Amendment RC# 261",151,285,0,3,439
1655900,1344400,2023-06-14,House,"On Agreeing to the Amendment RC# 262",217,219,0,3,439
1655900,1344401,2023-06-14,House,"On Agreeing to the Amendment RC# 263",219,217,0,3,439
1655900,1344402,2023-06-14,House,"On Motion to Recommit RC# 264",210,220,0,3,433
1655900,1344403,2023-06-14,House,"On Passage RC# 265",221,210,0,2,433
