bill_id,document_id,document_type,document_size,document_mime,document_desc,url,state_link
1137322,1866138,text,1183685,application/pdf,Introduced,https://legiscan.com/US/text/HB1/id/1866138,https://www.congress.gov/116/bills/hr1/BILLS-116hr1ih.pdf
1137322,1947975,text,1031008,application/pdf,Introduced,https://legiscan.com/US/text/HB1/id/1947975,https://www.congress.gov/116/bills/hr1/BILLS-116hr1rh.pdf
1137322,1962044,text,1351387,application/pdf,Introduced,https://legiscan.com/US/text/HB1/id/1962044,https://www.congress.gov/116/bills/hr1/BILLS-116hr1pcs.pdf
1137322,1955752,text,1244284,application/pdf,Engrossed,https://legiscan.com/US/text/HB1/id/1955752,https://www.congress.gov/116/bills/hr1/BILLS-116hr1eh.pdf
1369459,2192878,text,1673487,application/pdf,Introduced,https://legiscan.com/US/text/HB2/id/2192878,https://www.congress.gov/116/bills/hr2/BILLS-116hr2ih.pdf
1369459,2197468,text,2012855,application/pdf,Introduced,https://legiscan.com/US/text/HB2/id/2197468,https://www.congress.gov/116/bills/hr2/BILLS-116hr2rh.pdf
1369459,2200847,text,4145194,application/pdf,Engrossed,https://legiscan.com/US/text/HB2/id/2200847,https://www.congress.gov/116/bills/hr2/BILLS-116hr2eh.pdf
1275160,2054383,text,502507,application/pdf,Introduced,https://legiscan.com/US/text/HB3/id/2054383,https://www.congress.gov/116/bills/hr3/BILLS-116hr3ih.pdf
1275160,2073000,text,1001727,application/pdf,Introduced,https://legiscan.com/US/text/HB3/id/2073000,https://www.congress.gov/116/bills/hr3/BILLS-116hr3rh.pdf
1275160,2208046,text,758250,application/pdf,Introduced,https://legiscan.com/US/text/HB3/id/2208046,https://www.congress.gov/116/bills/hr3/BILLS-116hr3pcs.pdf
1275160,2079638,text,661875,application/pdf,Engrossed,https://legiscan.com/US/text/HB3/id/2079638,https://www.congress.gov/116/bills/hr3/BILLS-116hr3eh.pdf
1222012,1934039,text,335513,application/pdf,Introduced,https://legiscan.com/US/text/HB4/id/1934039,https://www.congress.gov/116/bills/hr4/BILLS-116hr4ih.pdf
1222012,2071370,text,391329,application/pdf,Introduced,https://legiscan.com/US/text/HB4/id/2071370,https://www.congress.gov/116/bills/hr4/BILLS-116hr4rh.pdf
1222012,2073009,text,252298,application/pdf,Engrossed,https://legiscan.com/US/text/HB4/id/2073009,https://www.congress.gov/116/bills/hr4/BILLS-116hr4eh.pdf
1238973,1959054,text,321735,application/pdf,Introduced,https://legiscan.com/US/text/HB5/id/1959054,https://www.congress.gov/116/bills/hr5/BILLS-116hr5ih.pdf
1238973,2015771,text,380061,application/pdf,Introduced,https://legiscan.com/US/text/HB5/id/2015771,https://www.congress.gov/116/bills/hr5/BILLS-116hr5rh.pdf
